parameter,step,step_next,cos_sim,l1_change,l2_change,realtive_change,mean_squared_change,max_abs_change
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,2,4,1.0,1.4851937294006348,0.002322199521586299,0.00015401357086375356,5.142844917288558e-12,3.814697265625e-06
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,2,4,0.9945922,0.0015922188758850098,7.083527452778071e-05,0.8429510593414307,9.800070477350431e-12,3.2186508178710938e-06
gpt_neox.layers.4.input_layernorm.weight,2,4,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.4.input_layernorm.bias,2,4,0.99768907,0.001606285572052002,7.13017798261717e-05,0.8427404165267944,9.929577993172956e-12,3.2186508178710938e-06
gpt_neox.layers.4.post_attention_layernorm.weight,2,4,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.4.post_attention_layernorm.bias,2,4,0.9994169,0.001615285873413086,7.154583727242425e-05,0.8425174951553345,9.997669359051997e-12,3.2186508178710938e-06
gpt_neox.layers.4.attention.query_key_value.weight,2,4,1.0000001,0.591765284538269,0.0014631717931479216,5.902793418499641e-05,2.7222666395404493e-12,3.814697265625e-06
gpt_neox.layers.4.attention.query_key_value.bias,2,4,0.99527484,0.003464341163635254,0.00010333990940125659,0.8425182700157166,6.952563524897926e-12,3.2186508178710938e-06
gpt_neox.layers.4.attention.dense.weight,2,4,1.0000001,0.3719238042831421,0.0011626366758719087,0.00015402105054818094,5.156423898977636e-12,3.814697265625e-06
gpt_neox.layers.4.attention.dense.bias,2,4,0.9975096,0.0016102790832519531,7.145023118937388e-05,0.8426685929298401,9.970968495309762e-12,3.2186508178710938e-06
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,2,4,0.99999994,0.8098011612892151,0.0017156557878479362,5.999500353937037e-05,2.8071349498365317e-12,3.814697265625e-06
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,2,4,0.9976962,0.006373763084411621,0.0001418061729054898,0.8424668908119202,9.818843654807452e-12,3.2186508178710938e-06
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,2,4,1.0,1.4860215187072754,0.0023238344583660364,0.00015399885887745768,5.150090423566844e-12,3.814697265625e-06
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,2,4,0.9975096,0.0016102790832519531,7.145023118937388e-05,0.8426685929298401,9.970968495309762e-12,3.2186508178710938e-06
gpt_neox.layers.5.input_layernorm.weight,2,4,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.5.input_layernorm.bias,2,4,0.9962318,0.0016034245491027832,7.121562521206215e-05,0.842688798904419,9.905597175841052e-12,3.2186508178710938e-06
gpt_neox.layers.5.post_attention_layernorm.weight,2,4,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.5.post_attention_layernorm.bias,2,4,0.9973566,0.0015971660614013672,7.105468830559403e-05,0.8421897292137146,9.86087600463037e-12,3.2186508178710938e-06
gpt_neox.layers.5.attention.query_key_value.weight,2,4,0.9999999,0.5913249254226685,0.001462357584387064,5.897467053728178e-05,2.7192380291918283e-12,3.814697265625e-06
gpt_neox.layers.5.attention.query_key_value.bias,2,4,0.994101,0.003479301929473877,0.00010365474008722231,0.8421168923377991,6.994990090630759e-12,3.2186508178710938e-06
gpt_neox.layers.5.attention.dense.weight,2,4,1.0,0.37397557497024536,0.0011658092262223363,0.00015470481594093144,5.184602313440534e-12,3.814697265625e-06
gpt_neox.layers.5.attention.dense.bias,2,4,0.99745554,0.0015982389450073242,7.111905870260671e-05,0.8425391912460327,9.878750595326835e-12,3.2186508178710938e-06
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,2,4,1.0000001,0.8070312142372131,0.0017128691542893648,5.980094283586368e-05,2.798022230576791e-12,3.814697265625e-06
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,2,4,0.9950088,0.006341516971588135,0.00014135934179648757,0.8426037430763245,9.757061478210538e-12,3.2186508178710938e-06
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,2,4,0.99999994,1.4862818717956543,0.002323399530723691,0.0001539774821139872,5.148165314189379e-12,3.814697265625e-06
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,2,4,0.99745554,0.0015982389450073242,7.111905870260671e-05,0.8425391912460327,9.878750595326835e-12,3.2186508178710938e-06
gpt_neox.final_layer_norm.weight,2,4,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.final_layer_norm.bias,2,4,0.9973358,0.0016044974327087402,7.126903801690787e-05,0.8424634337425232,9.920460286583221e-12,3.2186508178710938e-06
embed_out.weight,2,4,1.0,18.264543533325195,0.00808558240532875,5.7080051192315295e-05,2.539493572026319e-12,3.814697265625e-06
all_parameters,2,4,1.0000001,49.26153564453125,0.013141827657818794,5.532097929972224e-05,2.459867379234204e-12,3.814697265625e-06
gpt_neox.embed_in.weight,4,8,1.0,170.51531982421875,0.05027501657605171,0.0003550025576259941,9.836961800679944e-11,3.0517578125e-05
gpt_neox.layers.0.input_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.0.input_layernorm.bias,4,8,0.9961726,0.0072419047355651855,0.00032357758027501404,0.7945461869239807,2.044969749093184e-10,1.4901161193847656e-05
gpt_neox.layers.0.post_attention_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.0.post_attention_layernorm.bias,4,8,0.9975262,0.007290840148925781,0.00032544578425586224,0.7949560284614563,2.0686513613199509e-10,1.4901161193847656e-05
gpt_neox.layers.0.attention.query_key_value.weight,4,8,0.9999998,12.235491752624512,0.015770845115184784,0.0006371979252435267,3.1627259144961783e-10,3.0517578125e-05
gpt_neox.layers.0.attention.query_key_value.bias,4,8,0.997175,0.015951573848724365,0.00047605173313058913,0.7950133085250854,1.4754247823489663e-10,1.4901161193847656e-05
gpt_neox.layers.0.attention.dense.weight,4,8,0.9999993,3.764420986175537,0.007684816140681505,0.0010187971638515592,2.2528388876619232e-10,3.0517578125e-05
gpt_neox.layers.0.attention.dense.bias,4,8,0.99822766,0.007321178913116455,0.0003259106888435781,0.7951958775520325,2.0745660744836414e-10,1.4841556549072266e-05
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,4,8,0.99999976,17.560758590698242,0.01908712461590767,0.0006667916313745081,3.474550647197816e-10,3.0517578125e-05
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,4,8,0.99817985,0.029282867908477783,0.0006518533919006586,0.7949795722961426,2.07476980040866e-10,1.4901161193847656e-05
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,4,8,0.9999993,15.935455322265625,0.015974046662449837,0.001059694797731936,2.43370656960451e-10,3.0517578125e-05
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,4,8,0.99822766,0.007321178913116455,0.0003259106888435781,0.7951958775520325,2.0745660744836414e-10,1.4841556549072266e-05
gpt_neox.layers.1.input_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.1.input_layernorm.bias,4,8,0.99921334,0.007365405559539795,0.0003273444017395377,0.7948705554008484,2.0928586641488778e-10,1.4901161193847656e-05
gpt_neox.layers.1.post_attention_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.1.post_attention_layernorm.bias,4,8,0.99885845,0.00732499361038208,0.0003258778597228229,0.7945590615272522,2.07414807551487e-10,1.4901161193847656e-05
gpt_neox.layers.1.attention.query_key_value.weight,4,8,0.99999994,13.145092010498047,0.016504617407917976,0.0006659245700575411,3.4638891754923407e-10,3.0517578125e-05
gpt_neox.layers.1.attention.query_key_value.bias,4,8,0.9973182,0.016034185886383057,0.00047785535571165383,0.7952091097831726,1.4866259612222876e-10,1.4901161193847656e-05
gpt_neox.layers.1.attention.dense.weight,4,8,0.9999995,3.9428863525390625,0.007926849648356438,0.0010529198916628957,2.396994547293474e-10,3.0517578125e-05
gpt_neox.layers.1.attention.dense.bias,4,8,0.9983942,0.007356107234954834,0.0003272305184509605,0.7951682806015015,2.091402606652082e-10,1.4901161193847656e-05
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,4,8,0.9999999,18.084375381469727,0.019437337294220924,0.0006784154684282839,3.6032199446367486e-10,3.0517578125e-05
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,4,8,0.99854374,0.029268383979797363,0.0006518684676848352,0.7950373888015747,2.074865695922412e-10,1.4901161193847656e-05
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,4,8,0.9999994,15.789052963256836,0.015872973948717117,0.0010527604026719928,2.4030091805293807e-10,3.0517578125e-05
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,4,8,0.9983942,0.007356107234954834,0.0003272305184509605,0.7951682806015015,2.091402606652082e-10,1.4901161193847656e-05
gpt_neox.layers.2.input_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.2.input_layernorm.bias,4,8,0.9984693,0.0073403120040893555,0.0003261796082369983,0.7951692938804626,2.07799111251461e-10,1.4901161193847656e-05
gpt_neox.layers.2.post_attention_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.2.post_attention_layernorm.bias,4,8,0.99768686,0.007306039333343506,0.00032523294794373214,0.794837474822998,2.0659465804762078e-10,1.4901161193847656e-05
gpt_neox.layers.2.attention.query_key_value.weight,4,8,0.9999997,13.039169311523438,0.016422271728515625,0.0006623606896027923,3.429412587241387e-10,3.0517578125e-05
gpt_neox.layers.2.attention.query_key_value.bias,4,8,0.995622,0.015797555446624756,0.0004731965600512922,0.7951964139938354,1.4577798690407207e-10,1.4841556549072266e-05
gpt_neox.layers.2.attention.dense.weight,4,8,0.99999946,3.9243931770324707,0.007909947074949741,0.0010476554743945599,2.386781050578435e-10,3.0517578125e-05
gpt_neox.layers.2.attention.dense.bias,4,8,0.99888253,0.007335245609283447,0.00032644689781591296,0.7947945594787598,2.0813978318656723e-10,1.4901161193847656e-05
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,4,8,0.9999998,18.143081665039062,0.019478578120470047,0.0006805505836382508,3.618527144588768e-10,3.0517578125e-05
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,4,8,0.9981418,0.029237866401672363,0.000650907342787832,0.7949671745300293,2.0687516977258014e-10,1.4901161193847656e-05
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,4,8,0.9999994,15.754369735717773,0.01584945060312748,0.0010518666822463274,2.395884879380361e-10,3.0517578125e-05
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,4,8,0.99888253,0.007335245609283447,0.00032644689781591296,0.7947945594787598,2.0813978318656723e-10,1.4901161193847656e-05
gpt_neox.layers.3.input_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.3.input_layernorm.bias,4,8,0.99841845,0.007335960865020752,0.00032681599259376526,0.7950618267059326,2.086107259158254e-10,1.4841556549072266e-05
gpt_neox.layers.3.post_attention_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.3.post_attention_layernorm.bias,4,8,0.9971744,0.007282733917236328,0.000324959255522117,0.7951180338859558,2.0624711660754969e-10,1.4901161193847656e-05
gpt_neox.layers.3.attention.query_key_value.weight,4,8,0.99999976,13.05142593383789,0.016427000984549522,0.0006637757178395987,3.431385453556146e-10,3.0517578125e-05
gpt_neox.layers.3.attention.query_key_value.bias,4,8,0.99540424,0.015694022178649902,0.0004713525122497231,0.7952641844749451,1.4464400510671993e-10,1.4901161193847656e-05
gpt_neox.layers.3.attention.dense.weight,4,8,0.9999995,3.9312453269958496,0.007916238158941269,0.0010501353535801172,2.390576903099628e-10,3.0517578125e-05
gpt_neox.layers.3.attention.dense.bias,4,8,0.9979671,0.0073174238204956055,0.00032581124105490744,0.795381486415863,2.0733001426798126e-10,1.4901161193847656e-05
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,4,8,0.9999998,18.13812828063965,0.01947389543056488,0.000680818862747401,3.6167810413267887e-10,3.0517578125e-05
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,4,8,0.99819803,0.029274165630340576,0.0006520880269818008,0.7950060367584229,2.0762634667104152e-10,1.4901161193847656e-05
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,4,8,0.9999995,15.71313190460205,0.015822118148207664,0.0010493590962141752,2.387627040523199e-10,3.0517578125e-05
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,4,8,0.9979671,0.0073174238204956055,0.00032581124105490744,0.795381486415863,2.0733001426798126e-10,1.4901161193847656e-05
gpt_neox.layers.4.input_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.4.input_layernorm.bias,4,8,0.9984363,0.0073667168617248535,0.00032758669112809,0.7950606346130371,2.095957851722119e-10,1.4901161193847656e-05
gpt_neox.layers.4.post_attention_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.4.post_attention_layernorm.bias,4,8,0.99936545,0.007412075996398926,0.00032863288652151823,0.7947894334793091,2.1093668478577854e-10,1.4901161193847656e-05
gpt_neox.layers.4.attention.query_key_value.weight,4,8,0.9999999,13.080796241760254,0.016457574442029,0.0006639400962740183,3.444171614574998e-10,3.0517578125e-05
gpt_neox.layers.4.attention.query_key_value.bias,4,8,0.9969233,0.01588606834411621,0.0004747843777295202,0.7953295111656189,1.4675795301233308e-10,1.4901161193847656e-05
gpt_neox.layers.4.attention.dense.weight,4,8,0.99999946,3.9198250770568848,0.007901483215391636,0.001046756748110056,2.3816731919978906e-10,3.0517578125e-05
gpt_neox.layers.4.attention.dense.bias,4,8,0.9990648,0.00741267204284668,0.0003289052692707628,0.7952332496643066,2.112864744274745e-10,1.4901161193847656e-05
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,4,8,0.9999998,18.05608367919922,0.019414933398365974,0.0006789229228161275,3.5949157539683085e-10,3.0517578125e-05
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,4,8,0.99818873,0.029300034046173096,0.0006523088086396456,0.7952587604522705,2.077669841726859e-10,1.4901161193847656e-05
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,4,8,0.9999994,15.737183570861816,0.015841811895370483,0.0010498239425942302,2.393566733704944e-10,3.0517578125e-05
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,4,8,0.9990648,0.00741267204284668,0.0003289052692707628,0.7952332496643066,2.112864744274745e-10,1.4901161193847656e-05
gpt_neox.layers.5.input_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.5.input_layernorm.bias,4,8,0.9978573,0.007333278656005859,0.00032668569474481046,0.7949180006980896,2.0844442838452437e-10,1.4901161193847656e-05
gpt_neox.layers.5.post_attention_layernorm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.5.post_attention_layernorm.bias,4,8,0.9976394,0.007305443286895752,0.0003254309995099902,0.7946077585220337,2.0684637336287892e-10,1.4901161193847656e-05
gpt_neox.layers.5.attention.query_key_value.weight,4,8,0.99999964,13.01327133178711,0.016400586813688278,0.0006614112644456327,3.4203576082525444e-10,3.0517578125e-05
gpt_neox.layers.5.attention.query_key_value.bias,4,8,0.99690914,0.015943467617034912,0.0004759656440000981,0.7951642274856567,1.474891320185634e-10,1.4901161193847656e-05
gpt_neox.layers.5.attention.dense.weight,4,8,0.9999996,3.9198555946350098,0.00790043268352747,0.001048397389240563,2.3810403648738543e-10,3.0517578125e-05
gpt_neox.layers.5.attention.dense.bias,4,8,0.99875045,0.007339358329772949,0.00032701928284950554,0.7950928211212158,2.088703376923462e-10,1.4841556549072266e-05
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,4,8,0.9999999,18.069311141967773,0.01943056471645832,0.0006783735007047653,3.6007052894859726e-10,3.0517578125e-05
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,4,8,0.99751776,0.029070377349853516,0.0006490458617918193,0.7951204180717468,2.0569362879641062e-10,1.4901161193847656e-05
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,4,8,0.99999946,15.669281005859375,0.015792861580848694,0.0010466307867318392,2.378798269475624e-10,3.0517578125e-05
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,4,8,0.99875045,0.007339358329772949,0.00032701928284950554,0.7950928211212158,2.088703376923462e-10,1.4841556549072266e-05
gpt_neox.final_layer_norm.weight,4,8,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.final_layer_norm.bias,4,8,0.99771714,0.007346391677856445,0.00032719812588766217,0.7950363755226135,2.0909886322417748e-10,1.4841556549072266e-05
embed_out.weight,4,8,0.9999999,389.8385925292969,0.08879511803388596,0.0006268625147640705,3.0600413869485976e-10,3.0517578125e-05
all_parameters,4,8,0.9999998,865.7033081054688,0.12719662487506866,0.000535441329702735,2.2943762167937365e-10,3.0517578125e-05
gpt_neox.embed_in.weight,8,16,0.99999946,694.4674682617188,0.16540703177452087,0.0011679790914058685,1.0659538807189506e-09,0.0001220703125
gpt_neox.layers.0.input_layernorm.weight,8,16,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.0.input_layernorm.bias,8,16,0.9730943,0.02953028678894043,0.0013340067816898227,0.7724446058273315,3.4757317024514123e-09,6.490945816040039e-05
gpt_neox.layers.0.post_attention_layernorm.weight,8,16,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.0.post_attention_layernorm.bias,8,16,0.98184246,0.030115067958831787,0.0013518931809812784,0.7717978358268738,3.5695622013776074e-09,6.4849853515625e-05
gpt_neox.layers.0.attention.query_key_value.weight,8,16,0.9999982,40.45859146118164,0.048041120171546936,0.0019410402746871114,2.9348654617677994e-09,0.0001220703125
gpt_neox.layers.0.attention.query_key_value.bias,8,16,0.97600424,0.06471425294876099,0.0019593611359596252,0.7715699076652527,2.4994133429601106e-09,6.490945816040039e-05
gpt_neox.layers.0.attention.dense.weight,8,16,0.99999243,14.474262237548828,0.029255995526909828,0.003878519404679537,3.2651357173563156e-09,7.62939453125e-05
gpt_neox.layers.0.attention.dense.bias,8,16,0.9849871,0.029788076877593994,0.0013412748230621219,0.7694749236106873,3.5137084353209502e-09,6.490945816040039e-05
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,8,16,0.999998,57.058021545410156,0.05794728174805641,0.0020243623293936253,3.20271720255505e-09,0.0001220703125
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,8,16,0.98320407,0.11944836378097534,0.0026891734451055527,0.7702724933624268,3.5310812052102847e-09,6.490945816040039e-05
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,8,16,0.9999918,61.088897705078125,0.061053648591041565,0.004050245508551598,3.5557179423051366e-09,9.1552734375e-05
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,8,16,0.9849871,0.029788076877593994,0.0013412748230621219,0.7694749236106873,3.5137084353209502e-09,6.490945816040039e-05
gpt_neox.layers.1.input_layernorm.weight,8,16,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.1.input_layernorm.bias,8,16,0.9867908,0.030098378658294678,0.001353524043224752,0.769808828830719,3.578179086360933e-09,6.490945816040039e-05
gpt_neox.layers.1.post_attention_layernorm.weight,8,16,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.1.post_attention_layernorm.bias,8,16,0.9803519,0.029606640338897705,0.0013349123764783144,0.7696073651313782,3.4804523707521184e-09,6.490945816040039e-05
gpt_neox.layers.1.attention.query_key_value.weight,8,16,0.99999803,42.925315856933594,0.05021810159087181,0.002026190282776952,3.2069156219449724e-09,0.0001220703125
gpt_neox.layers.1.attention.query_key_value.bias,8,16,0.98613966,0.06608939170837402,0.0019891962874680758,0.771219789981842,2.5761099919918706e-09,6.490945816040039e-05
gpt_neox.layers.1.attention.dense.weight,8,16,0.9999919,15.178461074829102,0.030382543802261353,0.004035671707242727,3.521428038055774e-09,7.62939453125e-05
gpt_neox.layers.1.attention.dense.bias,8,16,0.9869429,0.03021472692489624,0.0013596692588180304,0.7706989645957947,3.610744370163843e-09,6.490945816040039e-05
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,8,16,0.99999785,58.57490158081055,0.05908365547657013,0.002062191255390644,3.3295886048279044e-09,0.0001220703125
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,8,16,0.9862615,0.12029057741165161,0.002700581680983305,0.7703092098236084,3.561104078286803e-09,6.490945816040039e-05
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,8,16,0.9999919,61.00444030761719,0.06100599095225334,0.004046164453029633,3.550165716958986e-09,9.1552734375e-05
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,8,16,0.9869429,0.03021472692489624,0.0013596692588180304,0.7706989645957947,3.610744370163843e-09,6.490945816040039e-05
gpt_neox.layers.2.input_layernorm.weight,8,16,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.2.input_layernorm.bias,8,16,0.9845294,0.030093789100646973,0.0013543028617277741,0.7711334824562073,3.5822984578715023e-09,6.4849853515625e-05
gpt_neox.layers.2.post_attention_layernorm.weight,8,16,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.2.post_attention_layernorm.bias,8,16,0.98250306,0.029924631118774414,0.0013476397143676877,0.7711790800094604,3.547136362413994e-09,6.490945816040039e-05
gpt_neox.layers.2.attention.query_key_value.weight,8,16,0.9999981,41.71384811401367,0.049184899777173996,0.0019837848376482725,3.076326526851858e-09,0.0001220703125
gpt_neox.layers.2.attention.query_key_value.bias,8,16,0.98212516,0.06503027677536011,0.0019626400899142027,0.7715162634849548,2.507785978878019e-09,6.4849853515625e-05
gpt_neox.layers.2.attention.dense.weight,8,16,0.99999225,14.737100601196289,0.029723919928073883,0.003936862573027611,3.370403289792989e-09,7.62939453125e-05
gpt_neox.layers.2.attention.dense.bias,8,16,0.98197335,0.029767274856567383,0.0013466965174302459,0.7705166935920715,3.54217233322629e-09,6.490945816040039e-05
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,8,16,0.9999979,58.19140625,0.058808811008930206,0.0020547015592455864,3.298706419130326e-09,0.0001220703125
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,8,16,0.983011,0.11975795030593872,0.0026956582441926003,0.7709940671920776,3.548131788377873e-09,6.490945816040039e-05
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,8,16,0.999992,60.115848541259766,0.0603426918387413,0.004004713147878647,3.4734446430206845e-09,7.62939453125e-05
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,8,16,0.98197335,0.029767274856567383,0.0013466965174302459,0.7705166935920715,3.54217233322629e-09,6.490945816040039e-05
gpt_neox.layers.3.input_layernorm.weight,8,16,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.3.input_layernorm.bias,8,16,0.98082936,0.030028223991394043,0.0013515136670321226,0.7712733745574951,3.567558026773554e-09,6.4849853515625e-05
gpt_neox.layers.3.post_attention_layernorm.weight,8,16,0.99999994,0.0,0.0,0.0,0.0,0.0
gpt_neox.layers.3.post_attention_layernorm.bias,8,16,0.9838472,0.03000509738922119,0.0013504086527973413,0.7714341878890991,3.561726913403618e-09,6.490945816040039e-05
